区域,小区名称,户型,面积(㎡),价格(元/月)
海淀,大件厂宿舍,2室1厅,48.7平米,7000
海淀,冠城北苑,3室1厅,147.94平米,18400
海淀,倒座庙,2室1厅,48.07平米,11000
海淀,燕尚苑,3室1厅,98.71平米,10400
海淀,邮局宿舍,1室1厅,49.7平米,4400
海淀,国海广场,1室0厅,43.53平米,7000
海淀,今典花苑,3室2厅,109.83平米,13000
海淀,翠微路24号院,3室1厅,85.9平米,8200
海淀,志新西路七号院,2室1厅,53.5平米,7300
海淀,钻河公馆,2房间2卫,50.19平米,12300
海淀,汇新家苑,2室2厅,88.77平米,11800
海淀,冠城北苑,7室3厅,491.04平米,44000
海淀,万城华府,2室1厅,114.04平米,25000
海淀,金澳国际,1房间1卫,44.48平米,8400
海淀,紫金长安,2室1厅,99.3平米,14400
海淀,西三环北路85号院,2室1厅,90.94平米,9400
海淀,太阳苑,2室1厅,107.17平米,12800
海淀,今日家苑,3室1厅,128.34平米,9400
海淀,怡升苑,2室1厅,123.41平米,14000
海淀,育新花苑,1室1厅,47.3平米,4400
海淀,澐澐国际,3室1厅,154.45平米,12500
海淀,人济山庄,2室1厅,95.43平米,13000
海淀,机械研究院西苑,1室1厅,39.89平米,4400
海淀,颐慧佳苑,3室1厅,130.1平米,14400
海淀,建设部大院,3室1厅,97.8平米,15000
海淀,太极小苑,3室2厅,131.53平米,13200
海淀,万寿路14号院,4室1厅,123.5平米,14000
海淀,莱圳家苑,2室1厅,97.85平米,9000
海淀,国海广场,1室1厅,84.77平米,10400
海淀,蜂鸟家苑,1室0厅,44.41平米,5400
海淀,中关村科技发展大厦,3室1厅,144.44平米,24000
海淀,万寿路西街4号院,3室2厅,142.25平米,18000
海淀,玲珑天地,2房间1卫,85.98平米,14700
海淀,海淀南路,2室1厅,50.8平米,8500
海淀,西直门北大街43号院,2室1厅,49.5平米,7400
海淀,满庭芳苑,3室1厅,132.71平米,14400
海淀,万寿苑,3室2厅,139.11平米,18000
海淀,怡丽南苑,2室1厅,74.41平米,8300
海淀,依都阁,1室1厅,58.22平米,7300
海淀,育新花苑,3室2厅,102.5平米,7200
海淀,中关村科技会展中心,1房间0卫,123.91平米,31000
海淀,上第MOMA,3室2厅,145.24平米,13400
海淀,富润家苑,4室2厅,142.4平米,14000
海淀,柏儒苑,3室3厅,147.53平米,14400
海淀,万寿路8号院,3室1厅,104平米,12000
海淀,万寿路西街12号院,2室1厅,50.3平米,5200
海淀,增光佳苑,2室1厅,130平米,14000
海淀,当代城市家苑,1室0厅,35.43平米,4500
海淀,水利局一处宿舍,2室1厅,51.4平米,4400
海淀,清润家苑,2室1厅,90.51平米,7400
海淀,菊苑,2室1厅,48.28平米,4700
海淀,铭科苑,2室1厅,59.8平米,5200
海淀,万寿苑,2室1厅,107.2平米,14000
海淀,厂洼小苑,2室1厅,43.7平米,7000
海淀,戛纳34号院,2室1厅,54.84平米,8700
海淀,宝利海德公苑,2房间1卫,42.98平米,13400
海淀,兰德华庭,2室1厅,93.2平米,7400
海淀,人济山庄,4室2厅,189.43平米,21000
海淀,莱圳家苑,1室1厅,58.24平米,5000
海淀,林大北路5号院,2室1厅,81.7平米,7800
海淀,农科院,2室1厅,49.1平米,8800
海淀,庚坊国际,3室2厅,140.72平米,17000
海淀,满庭芳苑,2室1厅,91.44平米,11000
海淀,北影小苑,2室1厅,103.5平米,9800
海淀,文慧苑14号15公寓,3室2厅,117.39平米,15000
海淀,静源居,2室1厅,81.29平米,7400
海淀,当代城市家苑,1室0厅,47.83平米,5000
海淀,金澳国际,1房间1卫,43.4平米,7400
海淀,铁建大院,2室1厅,49.8平米,7200
海淀,时代之光名苑,4房间1卫,212.77平米,47800
海淀,宝利西山林语,2室2厅,148.88平米,10000
海淀,中雅大厦,2室1厅,178.43平米,17000
海淀,增光佳苑,2室2厅,148.24平米,18000
海淀,怡清苑,3室2厅,142.23平米,9400
海淀,海云轩,1室1厅,93.92平米,9800
海淀,领秀新硅谷2号院,9室4厅,283.75平米,50000
海淀,人济山庄,4室3厅,344.82平米,48000
海淀,观澳苑,2室1厅,91.39平米,13000
海淀,逸升轩,3室1厅,202.99平米,24000
海淀,翠微路25号院,1室1厅,44.1平米,4400
海淀,中盛大厦,4房间2卫,155.99平米,17000
海淀,文慧苑北路甲5号院,3室1厅,111.14平米,14000
海淀,学知轩,2室2厅,148.49平米,12000
海淀,西山洋房,2房间1卫,48.59平米,4500
海淀,中雅大厦,3室2厅,140.79平米,12400
海淀,前沙涧路7号院,1室1厅,54.43平米,3200
海淀,新中关公寓,2室1厅,104.18平米,14400
海淀,建材城西一里,2室1厅,50.43平米,4400
海淀,上地南路5号院,2室1厅,104平米,8200
海淀,Wehouse,4室2厅,212.45平米,54000
海淀,上地西里,3室2厅,145.1平米,14000
海淀,远大苑三苑,2室1厅,130.55平米,13000
海淀,新康苑,3室1厅,84.02平米,7400
海淀,亮甲店小苑,2室1厅,49.89平米,4300
海淀,橙色年代,1室1厅,70.39平米,5400
海淀,中海馥苑,4室2厅,219.59平米,33000
海淀,Wehouse,8室4厅,289.24平米,125000
海淀,翠微嘉苑,2室1厅,78.28平米,8200
海淀,怡清苑,2室1厅,91.92平米,7500
海淀,文慧苑10号公寓,1房间0卫,44.01平米,7200
海淀,砂轮厂宿舍,1室1厅,99.94平米,4400
海淀,中海馥苑,3室1厅,134.85平米,20000
海淀,五月华庭,1室0厅,38.23平米,4400
海淀,恩济里小苑,2室1厅,47.12平米,5400
海淀,郦城二苑,3室1厅,141.42平米,14000
海淀,裕隆新村,3室1厅,128.44平米,20000
海淀,定慧福里,1房间1卫,40.8平米,5000
海淀,郦城二苑,3室2厅,144.32平米,14000
海淀,郦城二苑,3室1厅,144.32平米,14000
海淀,文慧苑北路甲5号院,3室1厅,92.39平米,10000
海淀,强佑清河新城,1房间1卫,50.15平米,8300
海淀,乐府江南,2室2厅,107.14平米,12000
海淀,月季苑,1室1厅,44.8平米,4200
海淀,时雨苑,2室1厅,55.37平米,9200
海淀,颐和苑宿舍,2室1厅,43平米,8000
海淀,万泉新新商务花苑,1室0厅,47.19平米,8000
海淀,常秀家苑,2室1厅,51.8平米,4400
海淀,定慧西里,2室1厅,45.8平米,5300
海淀,三嘉信苑,2室1厅,53.8平米,3500
海淀,海淀南路24号院,3室2厅,152.34平米,20000
海淀,枫丹丽舍,2室1厅,152.73平米,8800
海淀,广通苑,3室1厅,104.8平米,12000
海淀,燕西台,4室2厅,405.04平米,44000
海淀,皂君西里,2室1厅,43.9平米,8100
海淀,兰苑,2室1厅,55.54平米,7400
海淀,中湾国际,2室1厅,94.03平米,14000
海淀,水木天成,2室1厅,95.51平米,7500
海淀,远大苑四苑,3室2厅,135.77平米,14000
海淀,天作国际中心,1室0厅,41.51平米,7300
海淀,水利局一处宿舍,2室1厅,44.4平米,5400
海淀,安宁里,1室1厅,41.3平米,4000
海淀,兰德华庭,1室1厅,49.03平米,4300
海淀,强佑清河新城,2房间1卫,84.18平米,11000
海淀,阳春光华家苑,2室1厅,138.21平米,20000
海淀,永泰西里,2室1厅,58.25平米,5200
海淀,塔院小苑,3室1厅,77.4平米,11000
海淀,农科院,2室1厅,48.05平米,8800
海淀,马连洼1号院,3室1厅,71.91平米,8000
海淀,甘家口小苑,3室2厅,87平米,9500
海淀,吴家村路10号院,2室1厅,94.2平米,7200
海淀,车道沟西里,1室1厅,44.9平米,4800
海淀,蓟门北里,2室1厅,40.5平米,7400
海淀,学院南路32号院,2室1厅,74.2平米,7400
海淀,稻香苑西里,3室1厅,74.4平米,11000
海淀,月季苑,1室1厅,37.92平米,5000
海淀,太阳苑,3室2厅,142.7平米,17400
海淀,北太平庄路,2室1厅,48.7平米,7000
海淀,常秀家苑,1室1厅,41.9平米,4400
海淀,二里庄小苑,3室1厅,78.1平米,10000
海淀,藤花紫院,2室1厅,94.81平米,13000
海淀,宝盛北里,1室1厅,58.42平米,5000
海淀,橡树湾,4室2厅,129.98平米,20000
海淀,北蜂窝53号院,1室1厅,38.48平米,4400
海淀,核二院,2室1厅,45.9平米,7800
海淀,昌运宫,1室1厅,43.1平米,5400
海淀,大河庄苑,2室1厅,127.24平米,15000
海淀,玉海苑二里,2室2厅,81.01平米,5400
海淀,蓝旗营,3室2厅,120.09平米,24000
海淀,北影小苑,3室2厅,119.25平米,14000
石景山,六合苑,2室1厅,59.23平米,4500
石景山,金顶街四苑,2室1厅,78.45平米,4800
石景山,远洋山水,1室0厅,47.51平米,4500
石景山,高井,2室1厅,48.33平米,3500
石景山,远洋沁山水,3室1厅,87.99平米,11000
石景山,海特花苑小苑,2室1厅,71.95平米,4000
石景山,远洋山水,1室1厅,45.24平米,4300
石景山,远洋山水,2室1厅,114.45平米,9000
石景山,西现代城,1室0厅,48.84平米,4300
石景山,古城路小苑,2室1厅,49.33平米,4000
石景山,重兴苑,2室2厅,99.74平米,4800
石景山,古城南路,3室0厅,49.1平米,4100
石景山,古城路小苑,2室0厅,43.05平米,4000
石景山,茂华景公阁,2室1厅,110.17平米,10000
石景山,古城南路,2室1厅,44.28平米,4800
石景山,八角中里,2室1厅,48.3平米,4200
石景山,老山西里,2室1厅,40.24平米,4400
石景山,现代生活,2室1厅,44.28平米,3400
石景山,重兴嘉苑,1室1厅,70.49平米,4000
石景山,高井,2室1厅,41.4平米,3400
石景山,远洋沁山水,3室1厅,139.95平米,17400
石景山,久筑物业,2室1厅,75.47平米,4400
石景山,鼎城,3室2厅,154.73平米,13000
石景山,八角南路,1室1厅,44.19平米,4300
石景山,华信大厦宿舍,1室1厅,48.42平米,4300
石景山,茂华景公阁,2室1厅,87.87平米,7700
石景山,重聚苑,2室1厅,102.1平米,4500
石景山,七星苑,1室1厅,49.49平米,4400
石景山,模式口南里,2室1厅,47.44平米,4000
石景山,茂华景公院,3室2厅,141.31平米,12400
石景山,远洋沁山水,3室1厅,87.84平米,11000
石景山,西山枫林四期,3室1厅,105.07平米,5400
石景山,京汉旭城三期,4室1厅,144.17平米,11000
石景山,雍景四季,2室1厅,112.94平米,7800
石景山,八角北路,3室0厅,48.5平米,4400
石景山,雍景四季,3室2厅,138.95平米,9400
石景山,远洋沁山水,1室1厅,51.34平米,7400
石景山,模式口西里,2室1厅,53.03平米,4000
石景山,广宁村,2室1厅,47.35平米,3500
石景山,苹果苑小苑一苑,3室2厅,85.58平米,5000
石景山,杨庄小苑,2室1厅,79.1平米,4200
石景山,石景山路23号院,3室1厅,91.08平米,7200
石景山,古城北路,2室1厅,41.1平米,4300
石景山,远洋沁山水,2室1厅,89.14平米,9400
石景山,古城南路,2室1厅,49平米,4000
石景山,杨庄小苑,2室1厅,48.2平米,4300
石景山,远洋沁山水,2室1厅,88.51平米,11400
石景山,华信大厦宿舍,1室1厅,48.42平米,4300
石景山,七星苑,1室1厅,49.49平米,4400
石景山,苹果苑小苑二苑,2室1厅,74.43平米,4800
石景山,老山西里,2室1厅,40.24平米,4400
石景山,七星苑,2室1厅,51.94平米,4000
石景山,奈伦熙府,2室1厅,90.74平米,5400
石景山,古城南路,2室1厅,47.03平米,4300
石景山,杨庄中苑,1室1厅,57.08平米,4500
石景山,杨庄小苑,1室1厅,40.14平米,4300
石景山,模式口西里,2室1厅,44.02平米,3800
石景山,鲁谷74号院,1室1厅,55.12平米,7000
石景山,古城特钢楼,2室1厅,45.52平米,4000
石景山,现代生活,2室1厅,44.28平米,3400
石景山,八角北路11号院,3室1厅,93.71平米,5000
石景山,金顶阳光,3室1厅,90.7平米,5500
石景山,御景山,2室1厅,104.81平米,5900
石景山,苹果苑小苑一苑,2室1厅,45.14平米,4400
石景山,海特花苑小苑,3室1厅,82.38平米,4300
石景山,茂华景公院,3室2厅,141.31平米,12400
石景山,重兴嘉苑,2室1厅,85.13平米,5000
石景山,雍景四季,2室1厅,112.94平米,7800
石景山,远洋山水,2室1厅,110.54平米,8000
石景山,八角北里,3室1厅,57.05平米,4200
石景山,六一小学教工楼,1室0厅,21.48平米,2400
石景山,八角南里,2室1厅,54.92平米,4000
石景山,远洋沁山水,2室1厅,88.93平米,11000
石景山,现代生活,2室1厅,49.04平米,3100
石景山,永乐西苑,2室1厅,50.52平米,4000
石景山,远洋沁山水,2室1厅,88.13平米,10400
石景山,永乐西苑,2室1厅,49.45平米,4200
石景山,八角中里,2室1厅,48.3平米,4200
石景山,华信大厦宿舍,1室1厅,48.42平米,4300
石景山,茂华景公阁,2室1厅,87.87平米,7700
石景山,远洋沁山水,3室1厅,87.84平米,11000
石景山,西山枫林四期,3室1厅,105.07平米,5400
石景山,紫御国际,2房间2卫,47.24平米,5400
石景山,老山西里,2室1厅,74.57平米,4500
石景山,石景山路23号院,2室1厅,71.78平米,4400
石景山,碣石坪,2室1厅,98.2平米,8000
石景山,御景山,2室1厅,104.52平米,5400
石景山,六合苑,1室1厅,43.14平米,4000
石景山,老山西里,3室1厅,52.34平米,4800
石景山,永乐西苑,1室1厅,34.43平米,3500
石景山,紫御国际,2房间2卫,49.14平米,8000
石景山,永乐西苑,2室1厅,52平米,4400
石景山,七星苑,2室1厅,51.94平米,4000
石景山,模式口南里,2室1厅,51.3平米,4200
石景山,永乐西苑,2室1厅,44.31平米,4100
石景山,模式口西里,2室1厅,54.53平米,4000
石景山,鲁谷74号院,2室1厅,53.48平米,4400
石景山,远洋沁山水,1室1厅,51.34平米,7400
石景山,模式口西里,2室1厅,53.03平米,4000
石景山,雍景四季,3室2厅,138.95平米,9400
石景山,奈伦熙府,2室1厅,90.74平米,5400
石景山,古城南路,2室1厅,47.03平米,4300
石景山,杨庄中苑,1室1厅,57.08平米,4500
石景山,永乐西苑,1室1厅,34.43平米,3500
石景山,重兴嘉苑,2室1厅,85.07平米,4400
石景山,八角北里,2室1厅,47.45平米,4500
石景山,高井,3室1厅,74.11平米,4000
石景山,融景城,2室1厅,89.43平米,5200
石景山,海特花苑小苑,2室2厅,97.54平米,7000
石景山,金顶阳光,3室1厅,90.7平米,5500
石景山,远洋山水,3室1厅,125.85平米,13400
石景山,五芳苑,1室1厅,45.84平米,4800
石景山,六一小学教工楼,1室0厅,21.48平米,2400
石景山,老山西里,2室1厅,74.57平米,4500
石景山,御景山,2室1厅,104.52平米,5400
石景山,六合苑,1室1厅,43.14平米,4000
石景山,老山西里,3室1厅,52.34平米,4800
石景山,老山西里,2室1厅,40.24平米,4400
石景山,永乐西苑,1室1厅,43.33平米,4200
石景山,赵山,2室1厅,53.1平米,4200
石景山,远洋沁山水,2室1厅,85.98平米,11400
石景山,远洋沁山水,3室1厅,139.95平米,15400
石景山,远洋沁山水,3室2厅,125.43平米,12000
石景山,林业楼,2室1厅,47.48平米,4400
石景山,鲁谷74号院,1室1厅,40.48平米,4700
石景山,玉泉新城,4室2厅,218.3平米,17000
石景山,雕塑苑南街18号院,2室1厅,84.43平米,8000
石景山,模式口西里,3室1厅,72.33平米,4200
石景山,广宁村,2室1厅,51.74平米,3400
石景山,五里坨,2室1厅,50.48平米,3300
石景山,远洋山水,3室2厅,148.04平米,13400
石景山,京汉旭城,2室2厅,90.54平米,5800
石景山,远洋沁山水,3室2厅,144.51平米,18000
石景山,京汉旭城,3室2厅,125.31平米,8400
石景山,模式口西里,2室1厅,50.3平米,4200
石景山,远洋山水,1室0厅,47.51平米,4500
石景山,六合苑,2室1厅,59.23平米,4500
石景山,金顶街四苑,2室1厅,78.45平米,4800
石景山,高井,2室1厅,48.33平米,3500
石景山,玉泉路54号院,2室1厅,50平米,4500
石景山,远洋山水,3室1厅,141.1平米,13400
石景山,高井,2室1厅,45.34平米,3200
石景山,七星苑,2室1厅,93.11平米,4400
石景山,远洋山水,3室2厅,147.48平米,10000
石景山,西现代城,1室0厅,48.84平米,4300
石景山,玉泉路11号院,2室2厅,78.77平米,5000
石景山,鼎城,3室2厅,224.11平米,14000
石景山,远洋沁山水,2室1厅,89.41平米,9000
石景山,永乐西苑,2室1厅,58.5平米,4000
石景山,聚兴苑,3室1厅,115.12平米,2800
石景山,玉泉路54号院,2室1厅,50平米,4500
石景山,永乐西苑,2室1厅,54.99平米,4940
石景山,远洋山水,2室1厅,114.45平米,9000
石景山,七星苑,2室1厅,93.11平米,4400
石景山,西现代城,1室0厅,48.84平米,4300
石景山,重兴苑,2室2厅,99.74平米,4800
石景山,古城南路,3室0厅,49.1平米,4100
石景山,古城南路,2室1厅,44.28平米,4800
石景山,古城路小苑,2室0厅,43.05平米,4000
石景山,茂华景公阁,2室1厅,110.17平米,10000
石景山,杨庄小苑,2室1厅,48.2平米,4300
石景山,西山奥苑,1室1厅,42.44平米,4300
石景山,模式口北里,2室1厅,71.71平米,4300
石景山,模式口西里,2室1厅,49.43平米,3700
石景山,华信大厦宿舍,1室1厅,48.42平米,4300
石景山,茂华景公阁,2室1厅,87.87平米,7700
石景山,远洋沁山水,3室1厅,87.84平米,11000
石景山,西山枫林四期,3室1厅,105.07平米,5400
石景山,雍景四季,2室1厅,112.94平米,7800
石景山,六一小学教工楼,1室0厅,21.48平米,2400
石景山,八角北里,3室1厅,57.05平米,4200
石景山,高井,1室0厅,38.04平米,3200
石景山,八宝山南路29号院,1室1厅,44.85平米,3800
石景山,远洋沁山水,3室1厅,137.49平米,18000
石景山,久筑物业,2室0厅,41.22平米,4800
石景山,八大处山庄,2室1厅,54.7平米,4400
石景山,五里坨,2室1厅,50.48平米,3300
石景山,广宁村,2室1厅,49.74平米,3400
石景山,远洋沁山水,3室1厅,139.95平米,17400
石景山,茂华景公院,3室2厅,141.31平米,12400
石景山,远洋沁山水,3室1厅,89.89平米,12000
石景山,古城环卫楼,2室1厅,49.52平米,4340
石景山,融景城,2室1厅,85.77平米,5400
石景山,高井,2室1厅,45.34平米,3200
石景山,永乐西苑,2室1厅,54.99平米,4940
石景山,远洋山水,2室1厅,114.45平米,9000
石景山,远洋山水,3室2厅,147.48平米,10000
石景山,西现代城,1室0厅,48.84平米,4300
石景山,金顶街四苑,2室1厅,73.93平米,4500
石景山,古城路小苑,2室1厅,49.33平米,4000
石景山,老山西里,3室2厅,118.22平米,10000
石景山,远洋山水,2室2厅,99.73平米,9000
石景山,永乐西苑,2室1厅,50.81平米,4400
石景山,五芳苑,2室1厅,54.55平米,4400
石景山,永乐西苑,2室1厅,48.94平米,4900
石景山,远洋山水,2室2厅,110.25平米,9000
石景山,八宝山南路29号院,1室1厅,40.4平米,3800
石景山,老山驾校,2室1厅,54.43平米,4500
石景山,老山西里,1室1厅,50.34平米,4300
石景山,海特花苑小苑,2室1厅,59.43平米,4000
石景山,苹果苑小苑一苑,2室1厅,50.01平米,4000
石景山,御景山,3室1厅,149平米,7400
石景山,金谷香郡,3室1厅,130.33平米,8400
石景山,高井,1室0厅,38.04平米,3200
石景山,绿地环球文化金融城,3房间2卫,49平米,7000
石景山,远洋沁山水,3室2厅,125.43平米,12000
石景山,西井特钢楼,2室1厅,51.4平米,4400
石景山,西山峻景,2室1厅,73.78平米,3700
石景山,鼎城,3室2厅,224.11平米,14000
石景山,远洋沁山水,2室1厅,89.41平米,9000
石景山,苹果苑小苑一苑,2室1厅,50.01平米,4000
石景山,海特花苑小苑,2室1厅,59.43平米,4000
石景山,远洋山水,2室2厅,99.73平米,9000
石景山,远洋山水,2室2厅,110.25平米,9000
石景山,御景山,3室1厅,149平米,7400
石景山,远洋山水,3室1厅,141.41平米,14000
石景山,诗景长安,1室1厅,71.47平米,5000
石景山,远洋山水,1室1厅,45.24平米,4500
石景山,北重西厂,1室1厅,41.41平米,3900
石景山,黄南苑,3室1厅,108.48平米,5500
石景山,紫御国际,2房间2卫,47.88平米,8000
石景山,紫御国际,2房间2卫,49.14平米,8000
石景山,永乐西苑,2室1厅,52平米,4400
石景山,奈伦熙府,1室1厅,40.95平米,4200
石景山,老山西里,3室1厅,51.5平米,4800
石景山,老山西里,3室1厅,51.42平米,5200
石景山,远洋沁山水,2室1厅,89.02平米,10400
石景山,远洋沁山水,2室1厅,87.94平米,12000
石景山,古城南路,3室0厅,45.23平米,4800
石景山,北重西厂,2室1厅,52.82平米,4800
石景山,西山奥苑,2室1厅,74平米,4800
石景山,模式口西里,2室1厅,50.3平米,4200
石景山,雍景四季,2室2厅,114.07平米,7400
石景山,雍景四季,3室2厅,142.29平米,10000
石景山,雍景四季,2室1厅,110.4平米,7400
石景山,八角北路,2室0厅,40.23平米,4500
石景山,远洋山水,3室2厅,129.17平米,12000
石景山,八角路小苑,1室1厅,30.51平米,3000
石景山,七星苑,2室1厅,84.3平米,4500
石景山,茂华景公馆,4室2厅,210.48平米,20000
石景山,西引力,1室1厅,53.05平米,4300
石景山,八角路小苑,1室1厅,34.02平米,3300
石景山,远洋山水,3室2厅,129.17平米,12000
石景山,金苹阁,2室2厅,108.93平米,5400
石景山,八角路小苑,1室1厅,30.51平米,3000
西城,南礼士路45号院,1室1厅,43.32平米,10000
西城,椿树苑,3室1厅,114.34平米,14000
西城,西便门西里,2室1厅,44.23平米,7000
西城,南礼士路三条北里,2室1厅,47.4平米,8400
西城,马甸南村,2室1厅,53.2平米,7300
西城,小马厂南里,2室1厅,51.71平米,7000
西城,南礼士路三条北里,2室1厅,47.4平米,7400
西城,姚家井二巷,2室1厅,50平米,5000
西城,车站西街14号院,2室1厅,44.13平米,4400
西城,太平仓大同14号院,2室1厅,41.2平米,8400
西城,新明嘉苑,3室1厅,113.48平米,14800
西城,三里河三苑,3室1厅,54平米,7400
西城,新外大街5号院,2室1厅,42.9平米,8000
西城,佟麟阁路52号院,2室1厅,49.8平米,12800
西城,远见国际公寓,1室0厅,48.79平米,4200
西城,砖塔大同78号院,3室1厅,87.9平米,12000
西城,丰汇苑小苑,1室1厅,40.9平米,5800
西城,车站西街14号院,1室1厅,40.27平米,4900
西城,手帕口西一巷,1室0厅,41.95平米,4800
西城,鸭子桥路,1室1厅,42.54平米,4300
西城,富力摩根中心,2房间1卫,144.35平米,19000
西城,西派国际公寓,3室1厅,191.5平米,44000
西城,长安兴融中心,4室2厅,291.95平米,70000
西城,馨莲茗苑,1室1厅,43.2平米,5000
西城,三里河三苑,2室1厅,47平米,7500
西城,远见名苑,3室1厅,147.44平米,18000
西城,西桃苑,2室1厅,44.4平米,8000
西城,德胜里一苑,2室1厅,40.1平米,7400
西城,三里河三苑,3室1厅,58.7平米,11000
西城,小红庙,2室1厅,52.95平米,4400
西城,裕中西里,1室1厅,43.7平米,4000
西城,南线里小苑,2室1厅,71平米,8200
西城,远见名苑,1室1厅,44.5平米,4400
西城,裕中西里,2室1厅,50.2平米,8000
西城,恬心家苑,1室1厅,41.24平米,4800
西城,展览路,3室1厅,109.4平米,11000
西城,新德街34号院,3室2厅,108.1平米,13400
西城,铁二苑,1室1厅,44.5平米,5800
西城,双旗杆西里,2室1厅,42.7平米,4800
西城,三里河西路,2室1厅,52.5平米,8400
西城,椿树苑,1室1厅,47.35平米,5000
西城,西便门外大街,2室1厅,50.8平米,8700
西城,裕中西里,1室1厅,42.8平米,5500
西城,南沙沟小苑,3室1厅,53.28平米,13000
西城,丰汇苑小苑,2室2厅,122.3平米,24000
西城,佳慧雅苑,1室1厅,58.97平米,12000
西城,松树街,1室1厅,32.5平米,5400
西城,三义西里,2室1厅,70.31平米,4800
西城,华荣公寓,3室2厅,180.13平米,40000
西城,西豪逸景,2室1厅,72.54平米,8000
西城,莲花池西路,1室1厅,42.1平米,5000
西城,金贸中心,1房间1卫,55.41平米,12000
西城,马甸南村,2室1厅,53.2平米,7000
西城,三里河三苑,2室1厅,48.4平米,8200
西城,西北苑,2室0厅,47.4平米,5400
西城,锦官苑,3室2厅,178.81平米,30000
西城,百万庄丑苑,2室1厅,51.3平米,8400
西城,德胜置业,1室0厅,92.45平米,13200
西城,丰汇苑小苑,1室1厅,48.3平米,7400
西城,丽水莲花,2室1厅,104.47平米,11000
西城,灵境大同,3室1厅,72.7平米,11000
西城,牛街18,2室1厅,101.52平米,11000
西城,馨莲茗苑,1室1厅,49.82平米,4900
西城,宏汇苑小苑,3室1厅,84.9平米,14000
西城,车站西街14号院,2室1厅,47.41平米,5000
西城,未来花苑,2室1厅,90平米,8400
西城,西豪逸景,2室1厅,72.75平米,8200
西城,马连道路甲18号院,2室1厅,52.31平米,5000
西城,中信禧苑,3室2厅,124.43平米,22000
西城,小西天西里,2室1厅,57平米,8000
西城,广安苑一期,2室1厅,71.97平米,7300
西城,双旗杆西里,1室1厅,48.8平米,5200
西城,长安兴融中心,1室1厅,44.47平米,10400
西城,万博苑,3室2厅,121.37平米,13400
西城,三里河北街3号院,1室1厅,47.5平米,7000
西城,人定湖西里,2室1厅,43.4平米,7400
西城,月坛北街24号院,3室2厅,134.2平米,18000
西城,冰窖口大同73号院,1室1厅,42.3平米,5200
西城,荣丰2008,2室2厅,49.85平米,11000
西城,天宁寺西里,2室1厅,48.27平米,5000
西城,信和嘉苑,1室1厅,54.95平米,7800
西城,新明大同,2室1厅,49.5平米,7800
西城,建功北里,2室1厅,91.79平米,7000
西城,天宁寺西里,2室1厅,51.22平米,7200
西城,月坛北街,1室1厅,40.8平米,5000
西城,建功西里,2室1厅,44.43平米,5300
西城,常青藤嘉苑,1室1厅,34.45平米,4400
西城,小马厂南里,2室1厅,51.71平米,5200
西城,建功北里,1室1厅,47.24平米,5000
西城,茗筑,2室1厅,99.19平米,8000
西城,平原里小苑,3室1厅,83.74平米,7000
西城,北礼士路52号院,1室1厅,45.8平米,7000
西城,德胜门西大街74号,2室0厅,50.2平米,8800
西城,月坛北街,1室1厅,40.8平米,5000
西城,裕中西里,1室1厅,43.7平米,4000
西城,裕中西里,2室1厅,50.2平米,8000
西城,天宁寺西里,2室1厅,51.22平米,7200
西城,南线里小苑,2室1厅,71平米,8200
西城,远见名苑,1室1厅,44.5平米,4400
西城,建功西里,2室1厅,44.43平米,5300
西城,红莲中里,1室1厅,45.98平米,4200
西城,红山世家,2房间1卫,55.33平米,7400
西城,展览路,3室1厅,109.4平米,11000
西城,恬心家苑,1室1厅,41.24平米,4800
西城,双旗杆西里,2室1厅,42.7平米,4800
西城,铁二苑,1室1厅,44.5平米,5800
西城,三里河西路,2室1厅,52.5平米,8400
西城,富宏馨居,3室1厅,122.87平米,23400
西城,中信沁苑,3室2厅,108.85平米,18000
西城,法源寺西里小苑,2室1厅,71.42平米,8000
西城,阜成门北大街,3室1厅,79.1平米,14000
西城,松树街,1室1厅,32.5平米,5400
西城,佳慧雅苑,1室1厅,58.97平米,12000
西城,新外大街甲8号院,2室1厅,44.7平米,7400
西城,陶然亭路,2室1厅,48.74平米,5800
西城,右安门内西街甲10号院,3室1厅,54.95平米,8400
西城,德胜门西大街54号,2室1厅,45.7平米,8200
西城,宏汇苑小苑,2室1厅,54.4平米,12000
西城,一瓶,5房间3卫,225.78平米,34000
西城,五路通北街3号院,2室1厅,42.4平米,8000
西城,西豪逸景,1室1厅,50.97平米,7300
西城,北安里9号院,2室1厅,48.3平米,9000
西城,德胜门西大街74号,2室0厅,50.2平米,8800
西城,红莲中里,1室1厅,45.98平米,4200
西城,红山世家,2房间1卫,55.33平米,7400
西城,三里河三苑,2室1厅,41.4平米,7400
西城,车站西街甲9号院,2室1厅,43.14平米,4500
西城,海格国际,1室1厅,44.78平米,7400
西城,马连道路13号院,2室1厅,45.4平米,5400
西城,新德街34号院,3室2厅,108.1平米,13400
西城,铁二苑,1室1厅,44.5平米,5800
西城,小马厂南里,2室1厅,51.71平米,7000
西城,富国里小苑,2室1厅,73.1平米,12400
西城,新风北街,1室1厅,48.1平米,5200
西城,苇坑大同,1室1厅,11.53平米,4400
西城,新安南里,2室1厅,48.83平米,7000
西城,德胜门西大街54号,2室1厅,45.7平米,8200
西城,右安门内西街甲10号院,3室1厅,54.95平米,8400
西城,宏汇苑小苑,2室1厅,54.4平米,12000
西城,恬心家苑,2室0厅,54.34平米,7200
